( hin_0026 " vikipiid:iyaa sadasya shyaama aura vikipiid:iyaa kei anaama sadasya kei kaarya kei anusaara ") 
( hin_0027 " jamasheidapura sei prakaashita hindii dainika ") 
( hin_0028 " vei muulatah: kavi aura shaayara hain: ") 
( hin_0029 " isakei badalei mein: tuma kuchha aura maanaga loo ") 
( hin_0030 " rasa shrxn:gaara thaa aura bhaashhaa thii braja ") 
( hin_0031 " braja kalaa eivan: san:skrxti ") 
( hin_0032 " praachiina kaala mein: rxshhi muni bhagavaana kaa dhyaana karatei thei ") 
( hin_0033 " dhana kaa artha hootaa hai dravya ") 
( hin_0034 " gagana kaa artha hai aakaasha ") 
( hin_0035 " eika tiisaraa naama hindustaana utpatti phaarasii yaa hinduoon: kii bhuumi ") 
( hin_0036 " inakaa aakarshhand~a hai khaasa ") 
( hin_0037 " shriikrxshhnd~a paand~d:ava sabhii gayei bhiishhma kei paasa ") 
( hin_0038 " himaalaya para basaa yaha deisha chiina ") 
( hin_0039 " prathama saamaanya eivan: dvitiiya visheishha ") 
( hin_0040 " krxti kaa artha hootaa hai nirmaand~a ") 
( hin_0041 " vikiyaatraa sei keindriiya aphriikii gand~araajya heitu yaatraa gaaid:a ") 
( hin_0042 " havaaii praanta kaa eika dviipa ") 
( hin_0043 " shoobhaa deitii sujana koo jinakei gund~a hain: shreishht:ha ") 
( hin_0044 " unakii aatmakathaa hai satya kei prayooga ") 
( hin_0045 " aagraha kaa artha hootaa hai anuroodha ") 
( hin_0046 " lagaava kaa artha hootaa hai mooha ") 
( hin_0047 " tein: paurushha mii hein: tatva ") 
( hin_0048 " anya aksara puuchhei jaanei vaalei savaala baakii saba ") 
( hin_0049 " t:eimpaleit:a kei prayooga kei udaaharand~a kei liei deikhein: aachaarya raamachan:dra shukla leikha ") 
( hin_0050 " yahuudii dharma kaa dhaarmika grantha ") 
( hin_0051 " visheishha kaa artha hootaa hai vishishht:a ") 
( hin_0052 " taba hanuman:ta nikat:a chali gayuu ") 
( hin_0053 " girijaa sunahu bisada yaha kathaa ") 
( hin_0054 " anuvaada kei liei aapakaa kyaa kahanaa aapa kuchha bhii kahein: aapakii kshhamataa atula hai ") 
( hin_0055 " mugala shaasana nei islaama dharma koo bad:haavaa diyaa aura kisaanoon: para kara bad:haa diyaa ") 
( hin_0056 " udaaharand~a kei liei raamaayand~a leikha deikhei ") 
( hin_0057 " krxpayaa chaupaala para charchaa mein: bhaaga lein: ") 
( hin_0058 " inakii lagabhaga hara kahaanii mein: paatroon: kii soocha ghat:anaaoon: sei pradhaana hootii thii ") 
( hin_0059 " aapakaa vikipiid:iyaa pei sakriya yoogadaana banaa raheigaa aisii ummiida hai ") 
( hin_0060 " hindii haaiku kavitaa para isa samaya visheishha ruupa sei kaarya kara rahaa huuna ") 
( hin_0061 " aadhunika bhautika vijnj~aana mein: pratyeika kaarya kei liei uurjaa koo aavashyaka bataayaa gayaa hai ") 
( hin_0062 " budhi bala maramu toora mai paavaa. ") 
( hin_0063 " vikipiid:iyaa para milakara khushii huii san:jaya ") 
( hin_0064 " yaha leikha suuraa kei baarei mein: hai ") 
( hin_0065 " aapakaa uttara mujhei aura likhanei kei liyei preirita kareigaa ") 
( hin_0066 " o~st:reiliyaa kei raashht:riiya krikeit:a t:iima hai ") 
( hin_0067 " vishhaada kaa artha hootaa hai duh:kha ") 
( hin_0068 " kabhii yaha eishiyaa kii sabasei bang~ii kaaloonii mein: ginatii hootii thii ") 
( hin_0069 " shikshhaa kei stara koo bhii achchhaa maanaa jaataa hai ") 
( hin_0070 " krxpayaa aapakaa sadasya prxshht:ha para parichaya dein: ") 
( hin_0071 " aapakei dvaaraa likhaa gayaa leikha aayurveida kaaphii jaanakaarii bharaa hai ") 
( hin_0072 " chandragupta dvitiiya kei samaya mein: kshheitriiya tathaa saan:skrxtika vistaara huaa ") 
( hin_0073 " vikipiid:iyaa sadasya vijaya t:haakura aura aravindan kei kaarya kei anusaara ") 
( hin_0074 " kyaa isa vishhaya koo chaupaala mai rakhanaa uchita hoogaa dhanyavaada ") 
( hin_0075 " phut:abo~la st:eid:iyama kei liei khoojein: ") 
( hin_0076 " adhika bana pad:ei too adhika uttama ") 
( hin_0077 " raama nei rxshhi vishvaamitra kei yahaana raha kara shikshhaa praapta kii thii ") 
( hin_0078 " tuma pahalei bhoojana karoo aura phira vishraama kara loo ") 
( hin_0079 " bhavana kaa artha hootaa hai mahala ") 
( hin_0080 " bhuvana kaa artha hootaa hai tiinoon: looka ") 
( hin_0081 " arei dushht:a kalikaala tuu deitaa duh:kha mahaana ") 
( hin_0082 " prasiddha riiti kaala kei kavi ") 
( hin_0083 " unakaa sabasei bhayaanaka ruupa kaalii hai arthaata kaalaa ruupa ") 
( hin_0084 " vikiipiid:iyaa ki baarei mein: jaanakaarii deinei vaalei prxshht:ha ") 
( hin_0085 " maanavataa kaa artha hootaa hai maanava hoonei kaa gund~a ") 
( hin_0086 " sahayooga kei liei dhanyavaada maniishha ") 
( hin_0087 " yaha kilaa vaha sthala bhii hai jahaana sei bhaarata kei pradhaana man:trii svatan:trataa divasa ") 
( hin_0088 " chikitsaa kaa artha hootaa hai ilaaja ") 
( hin_0089 " chayana kaa artha hootaa hai chunaava ") 
( hin_0090 " varadaana kaa artha hootaa hai deivii deivataaoon: yaa iishvara kei dvaaraa kiyaa gayaa anugraha ") 
( hin_0091 " shaaha arthaata baadashaaha yaa samraat:a ") 
( hin_0092 " shaastra bhaaratiiya vijnj~aana kei grantha ") 
( hin_0093 " siitaa mana bharoosa taba bhayuu ") 
( hin_0094 " hindayuuroopiiya bhaashhaaeina boolanei vaalei deisha ") 
( hin_0095 " vikiyaatraa sei sikkima heitu yaatraa gaaid:a ") 
( hin_0096 " san:graama kaa artha hootaa hai yuddha ") 
( hin_0097 " suni hanuman:ta hrxdaya ati bhaaei ") 
( hin_0098 " hindii saahitya koosha prathama bhaaga ") 
( hin_0099 " vaastava mein: atyanta sundara leikha hai ") 
( hin_0100 " veida smrxti mein: snaana bhii saata prakaara kei bataaei gei hain: ") 
( hin_0101 " dhaara jilaa aitihaasika aura saan:skrxtika ruupa sei mahatvapuurnd~a sthaana rakhataa hai ") 
( hin_0102 " meirei sampaadana mein: hameishaa sei hii prxshht:hoon: kei shuruuaata kii pradhaanataa rahii hai ") 
( hin_0103 " vei paanacha bachchoon: kei parivaara mein: tiisarei sthaana para thei ") 
( hin_0104 " vaisei bhii hin:dii kaa upayooga in:t:araneit:a pei bahuta jyaadaa nahii hai ") 
( hin_0105 " janma sei too aadamii kei aadamii samaana hain: ") 
( hin_0106 " main: hindii saahitya sei jud:aa huaa huuna ") 
( hin_0107 " kii bauddha gautama buddha kii upaasanaa bhii karatei hain: ") 
( hin_0108 " vyan:gya leikhana mein: vei paatroon: eivan: ghat:anaaoon: kaa isteimaala nahiin: karatei ") 
( hin_0109 " bhiitara o~ra baahara joo thaa eika saa thaa ") 
( hin_0110 " hari man:dira tahana bhinna banaavaa. ") 
( hin_0111 " vei bhaarata mein: bhii kaaphii lookapriya hai ") 
( hin_0112 " manushhya dvaaraa praachiinatama jnj~aata dhaatu soonaa hai ") 
( hin_0113 " dhyaana sei hamei apanei jiivana kaa uddeishya samajhanei mein: sahaayataa milatii hai ") 
( hin_0114 " isei saavana kei mahiinei mein: gaayaa jaataa hai ") 
( hin_0115 " uurjaa praveishadvaara saanachaa kei liei khoojein: ") 
( hin_0116 " mainei too bahuta chhoot:aa yoogadaana diyaa hai ") 
( hin_0117 " gad:hvaala bhaarata kei uttaraan:chala praanta kaa eika pramukha kshheitra hai ") 
( hin_0118 " duryoodhana kei janma kei dina hii kuntii kaa putra bhiima kaa bhii janma huaa ") 
( hin_0119 " isa prakaara kii shikaayata darja karaanei kei liyei kisii vakiila kii aavashyakataa nahii hootii ") 
( hin_0120 " ura shabda kaa prayooga praayah: kaavya mein: adhika hootaa hai ") 
( hin_0121 " phut:abo~la khilaad:ii kei liei khoojein: ") 
( hin_0122 " uupara kei udaaharand~a kei anusaara ") 
( hin_0123 " guruu puurnd~imaa varshhaa rxtu kei aaran:bha mein: aatii hai ") 
( hin_0124 " isaliyei tuma pahalei shan:kara bhagavaana koo prasanna karoo ") 
( hin_0125 " kara dii gii dhyaana dilaanei kei liei dhanyavaada ") 
( hin_0126 " praachiina bhaarata kei eika van:sha kaa naama ") 
( hin_0127 " hamaarii san:skrxti mein: saata kaa mahatva ") 
( hin_0128 " kaalidaasa naama kaa shaabdika artha hai kaalii kaa seivaka ") 
( hin_0129 " vikiipiid:iyaa kei kisii leikha para charchaa karanei kei liyei banaaei gayei prxshht:ha ") 
( hin_0130 " maanava kaa artha hootaa hai manushhya ") 
( hin_0131 " uchchatama nyaayaalaya nei kahaa ki ") 
( hin_0132 " mahala kaa artha hootaa hai bhavana ") 
( hin_0133 " priya na paahein: sarvathaa jaand~a ") 
( hin_0134 " udaaharand~a kei liei deikhei banaarasa ") 
( hin_0135 " yuga eika nirdhaarita san:khyaa kei varshha ") 
( hin_0136 " karnaat:aka aura tamilanaad:uu kii siimaa para basaa yaha shahara mukhya ruupa ") 
( hin_0137 " sachiva san:ga lai nabha patha gayuu ") 
( hin_0138 " suni prabhu bachana bibhiishhana harashhi gahei pada kan:ja ") 
( hin_0139 " praakrxta sisu iva liilaa deikhi bhayu moohi mooha ") 
( hin_0140 " saura man:d:ala sei san:ban:dhita leikha ") 
( hin_0141 " sneiha kaa artha hootaa hai lagaava ") 
( hin_0142 " eika sandeisha kaa san:skarand~a satyajita raaya kaa mukhaprxshht:ha kei saatha ") 
( hin_0143 " raajya kaa artha hai praanta yaa pradeisha ") 
( hin_0144 " vikiyaatraa sei daarjiilin:ga heitu yaatraa gaaid:a ") 
( hin_0145 " doo varshha vahaana kaama karanei kei baada hin:dustaanii akaadamii mein: adhyaapaka niyukta huei ") 
( hin_0146 " anya prayooga heitu deikhein: varga ") 
( hin_0147 " bahuta saraahaniiya kaarya hai aapakaa ") 
( hin_0148 " sikkha dharma pan:jaaba kaa mukhya dharma hai ") 
( hin_0149 " doo eika hii lin:ga kei looga ") 
( hin_0150 " kaaphii san:khyaa mein: yahaana pratishht:hita looga maujuuda thei ") 
( hin_0151 " gad:hvaala kaa saahitya tathaa san:skrxti bahuta samrxddha hain: ") 
( hin_0152 " unakei aba taka doo kahaanii san:graha eivan: doo kavitaa san:graha prakaashita hoo chukei hain: ") 
( hin_0153 " uurjaa kii ikaaiyaana kei liei khoojein: ") 
( hin_0154 " sit:ii o~ph lan:dana kei liei khoojein: ") 
( hin_0155 " saala kii anya pramukha rxtu hain: shiita rxtu varshhaa rxtu vasanta rxtu ") 
( hin_0156 " main: vikii para kuchha mahattvapuurnd~a saamagrii deinei kaa prayaasa kara rahaa huuna ") 
( hin_0157 " yaha prabhu charita pavitra suhaavaa ") 
( hin_0158 " moorein: hrxdaya priiti ati hooii. ") 
( hin_0159 " aapa mujhasei ummiida mata kiijiei ") 
( hin_0160 " hinduoon: kii atyanta pavitra nadii gan:gaa kaa udgama sthala mukhya himaalaya kii dakshhind~a shreind~iyaana hain: ") 
( hin_0161 " isii taraha kisii kaarya kaa uddeishya eivan: mahattaa kaa sahii jnj~aana hoo paataa hai ") 
( hin_0162 " isaliei main: aisaa badalaava kara chaahataa nahiin: huuna ") 
( hin_0163 " deisha naama sooviyata san:gha hai ") 
( hin_0164 " yaha jamiina kei niichei hootaa hai ") 
( hin_0165 " krxshhi karanaa aura yaha udyooga ") 
( hin_0166 " aapakoo vikipiid:iyaa pei sakriya deikhanaa eika sukhada anubhava hai ") 
( hin_0167 " mainei kooshisha kii magara kaama nahii huaa ") 
( hin_0168 " man:gala kaa artha hootaa hai shubha paavana kushala ityaadi ") 
( hin_0169 " main: nisichara ati adhama subhaauu ") 
( hin_0170 " yaha vikramaaditya kei raajya kii raajadhaanii thii ") 
( hin_0171 " ura muulatah: san:skrxta kaa shabda hai ") 
( hin_0172 " san:bhava hai ki isakaa aavishhkaara isasei bhii bahuta pahalei huaa hoo ") 
( hin_0173 " vikipiid:iyaa sadasya vijaya t:haakura aura anunaada sin:ha kei kaarya kei anusaara ") 
( hin_0174 " bhuugoola kei paaran:parika vibhaajana hain: praakrxtika bhuugoola tathaa maanava bhuugoola ") 
( hin_0175 " hin:dii vikipiid:iyaa para ko~piiraait:a kei niyama kei anuvaada kii jaruurata hai ") 
( hin_0176 " kahaanii upanyaasa patrakaaritaa stan:bha leikhana philma ") 
( hin_0177 " vikiipiid:iyaa kei sadasya prxshht:ha tathaa unakei an:targata aanei vaalei sadasya san:ban:dhii prxshht:ha ") 
( hin_0178 " maanushha kaa artha hootaa hai manushhya ") 
( hin_0179 " aavashyakataa hai too keivala san:yukta prayaasa kii dhanyavaada ") 
( hin_0180 " maharshhi vyaasa mahaabhaarata mahaakaavya kei leikhaka ") 
( hin_0181 " usa nara kaa joo diipa rahaa hoo sachamucha suurya samaana ") 
( hin_0182 " tarii arjunaa tein: tuun: jaand~a ") 
( hin_0183 " raama lakhana siitaa sahita hrxdaya basahu sura bhuupa ") 
( hin_0184 " yaa t:aat:aa parivaara kaa parivaara vrxkshha ") 
( hin_0185 " aba deikhi prabhu pada kan:ja ") 
( hin_0186 " puraand~a kaa artha hootaa hai itihaasa ") 
( hin_0187 " paarasii dharma kaa grantha samuuha ") 
( hin_0188 " muni puni kei rasa leikha ") 
( hin_0189 " drava padaartha kii eika avasthaa hai jabaki dravya svayan: padaartha ") 
( hin_0190 " kooii bhii jiiva jaisei maanava gaaya ashva ") 
( hin_0191 " main: kavi tathaa leikhaka huuna ") 
( hin_0192 " nei leikhoo koo likhanei mei jyaadaa samaya jaataa hai sudhaara kii tulanaa mei ") 
( hin_0193 " prayaaga vishvavidyaalaya mein: adhyaapana kei dauraana hin:dii saahitya koosha kei sampaadana mein: sahayooga diyaa ") 
( hin_0194 " urduu phaarasii tathaa arabii kei atirikta san:skrxta sei bhii janmii eika hinda aarya bhaashhaa hai ") 
( hin_0195 " isamein: nrxtya san:ban:dhii ghat:anaaoon: kaa ulleikha hai ") 
( hin_0196 " san:yukta raajya ameirikaa aura o~st:reiliyaa kei aneika paryat:ana kshheitra isakaa udaaharand~a hain: ") 
( hin_0197 " jruura milaa deinaa chaahiei mujhei vaha prxshht:ha pahalei nahiin: milaa ") 
( hin_0198 " saatha hii eika jagaha para leikhana chhood:kara baakii jagaha sei mit:aa diyaa jaaei ") 
( hin_0199 " isii naama kei upanyaasa krama kei liyei yahaana jaayein: hairii po~t:ara upanyaasa ") 
( hin_0200 " priiti na pada sarooja mana maahiin:. ") 
( hin_0201 " vijnj~aana kii sabhii shaakhaaoon: mein: gand~ita kaa upayooga kiyaa jaataa hai ") 
( hin_0202 " ina nadiyoon: kei kaarand~a uttara bhaarata kii bhuumi krxshhi kei liei upajaauu hai ") 
( hin_0203 " isakei vishhaya mein: kahaa jaataa hai ") 
( hin_0204 " isei aisei hii jaarii rakhei ") 
( hin_0205 " yaha san:khyaa hara varshha bad:h rahii hai ") 
( hin_0206 " ashooka kei raajya mein: maurya van:sha kaa beihada vistaara huaa ") 
( hin_0207 " sunahu sakhaa nija kahuna subhaauu ") 
( hin_0208 " kii kaarand~a hain: jaisei ki leikha lambaa hai ityaadi ") 
( hin_0209 " gagana muulatah: san:skrxta kaa shabda hai ") 
( hin_0210 " sabasei puraanaa jiivita saahitya rxgveida hai joo san:skrxta bhaashhaa mein: likhaa gayaa hai ") 
( hin_0211 " keindra raajya koo aisei nirdeisha dei sakataa hai joo isa san:ban:dha mei aavashyaka hoo ") 
( hin_0212 " bhaya kaa artha hootaa hai d:ara ") 
( hin_0213 " sanaatana athavaa vaidika dharma kaa duusaraa naama ") 
( hin_0214 " maayaa kaa artha hootaa hai bhrama jaala ") 
( hin_0215 " isa praaran:bhika avasthaa kii shailii mein: bhaava kama hain: shabda adhika ") 
( hin_0216 " san:saara mein: keivala doo tatva hain: eika saun:darya aura duusaraa satya ") 
( hin_0217 " arthashaastra leikha mein: sudhaara kei liei dhanyavaada ") 
( hin_0218 " yooga arthaata jiiva kaa paramaatmaa sei milana ") 
( hin_0219 " yuddha kaa artha hootaa hai rand~a ") 
( hin_0220 " gahei bharata puni prabhu pada pan:kaja ") 
( hin_0221 " paakistaana tathaa bhaarata mein: bhii prayukta soomavaara kaa ruupa ") 
( hin_0222 " sarvoottama kaa artha hootaa hai sarvashreishht:ha ") 
( hin_0223 " isei samiikarand~a isaliyei kahaa jaataa hai ki isamein: samataa chinha ") 
( hin_0224 " unamein: sei eika kaa naama thaa dakshha ") 
( hin_0225 " apanei mata kii shuruaata karein: samarthana yaa viroodha kei saatha ") 
( hin_0226 " nayana kaa artha hootaa hai aanakha ") 
( hin_0227 " main: hindii kei maulika leikha likhataa huuna ") 
( hin_0228 " mahilaa shikshhaa apanei aapa mein: mahilaa utthaana kaa kaarand~a nahiin: bana sakatii ") 
( hin_0229 " viraha kaa artha hootaa hai viyooga ") 
( hin_0230 " teihin: giri ruchira basi khaga sooii ") 
( hin_0231 " yaha braja bhaashhaa mein: rachita hai ") 
( hin_0232 " meirei vichaara mai boot:a sei leikha banaanaa sambhava hai ") 
( hin_0233 " udayapura bhaaratiiya raajya raajasthaana kaa eika jilaa hai ") 
( hin_0234 " yooga eika oora too san:kshhipta vishhaya hai aura duusarii oora kaaphii vyaapaka ") 
( hin_0235 " kuchha shabdoon: kei puurva eika sei adhika upasarga bhii laga sakatei hain: ") 
( hin_0236 " uttaraakhan:d:a kei doo pramukha bhaaga hain: gad:hvaala aura kumaauuna ") 
( hin_0237 " tau tumha moohi darasu hat:hi diinhaa. ") 
( hin_0238 " krxpaa karakei mujhei bataanei kaa kashht:a karei ") 
( hin_0239 " muulatah: guru vaha hai joo jnj~aana dei ") 
( hin_0240 " biisaviin: shataabdii kei praaran:bha mein: an:greijii shaasana sei svatan:trataa praapti kei liyei san:gharshha chalaa ") 
( hin_0241 " unakii isa pustaka kaa bhaarata eivan: brit:eina mein: samaana svaagata huaa hai ") 
( hin_0242 " ata sirph hinduu samaaja kaa varnd~ana karanaa uchita nahii hai ") 
( hin_0243 " aitihaasika ruupa sei goorakhapura bahuta prasiddha hai ") 
( hin_0244 " isii kei saatha hindii kavitaa mein: prayooga yuga kaa aarambha maanaa jaa sakataa hai ") 
( hin_0245 " uttara pradeisha bhaarata mein: huaa ") 
( hin_0246 " viveika kaa artha hootaa hai buddhi ") 
( hin_0247 " loochana sajala joori kara doouu ") 
( hin_0248 " isakaa artha hai bhuumi mein: jala hoo ") 
( hin_0249 " bharadvaaja hin:duoon: kei eika mahaana rxshhi hain: ") 
( hin_0250 " kaalidaasa kei naat:aka kei paatra ") 
( hin_0251 " isakaa hairii po~t:ara kii lagabhaga hareika pustaka mein: varnd~ana hai ") 
( hin_0252 " mrxdu kaa artha hootaa hai koomala ") 
( hin_0253 " madada kei liei bahuuta dhanyavaada ") 
( hin_0254 " aadara kaa artha hootaa hai sammaana ") 
( hin_0255 " jiita kaa artha hootaa hai vijaya ") 
( hin_0256 " vikipiid:iyaa kaa prathama nirvaachita leikha ghooshhita huaa raamaayand~a ") 
( hin_0257 " suhaartoo kaa an:tima san:skaara aaja ") 
( hin_0258 " isa kshheitra kii siimaa kei saathasaatha vyaasa ") 
( hin_0259 " bahuta meihanata sei tathaa lagabhaga puuraa likhaa gayaa leikha hai yaha ") 
( hin_0260 " ura kaa artha hootaa hai chhaatii ") 
( hin_0261 " mahaanadii kii san:skrxti kaa pravaaha ") 
( hin_0262 " kii looga isei hindii kaa eika ruupa maanatei hain: ") 
( hin_0263 " saatha hii hoo sakei too shikaayata prxshht:ha para usa shikaayata kaa javaaba diyaa jaaei ") 
( hin_0264 " chhaayaavaada yuga hindii saahitya kaa eika yuga ") 
( hin_0265 " bhaarata kei jammuu aura kashmiira pradeisha kaa eika nagara hai ") 
( hin_0266 " hareika kisii na kisii veida sei jud:aa huaa hai ") 
( hin_0267 " varnd~a bhaashhaa kii sabasei chhoot:ii ikaaii hai ") 
( hin_0268 " pratyeika stariiya pariyoojanaa mein: meiraa sahayooga raheigaa ") 
( hin_0269 " khaga mrxga brxn:da deikhi mana bhaaei ") 
( hin_0270 " unakei basa jaanei kei baada yaha kshheitra gad:hvaala kei raajaa koo kara deinei lagaa ") 
( hin_0271 " aisaa sirpha puurnd~imaa kei dina san:bhava hootaa hai ") 
( hin_0272 " nisichara nikara marana bidhi naanaa ") 
( hin_0273 " hindii aura san:skrxta mei uttaraakhan:d:a kaa artha uttarii kshheitra yaa bhaaga hootaa hai ") 
( hin_0274 " kumaauuna kaa astitva bhii vaidika kaala sei hai ") 
( hin_0275 " dharoohara san:gat:hana kei liei khoojein: ") 
( hin_0276 " karahin: sadaa seivaka para priitii. ") 
( hin_0277 " isakaa mukhya bhavana raashht:riiya viraasata ghooshhita kiyaa jaa chukaa hai ") 
( hin_0278 " uttara dishaa chaara dishaa oon: mein: sei eika hai ") 
( hin_0279 " una dinoon: maisuura kei sabhii ko~leija madraasa vishvavidyaalaya sei san:baddha thei ") 
( hin_0280 " bhaashhaa vijnj~aana kei liei khoojein: ") 
( hin_0281 " kyaa mujhei surakshhita karanei kaa adhikaara mila sakataa hai ") 
( hin_0282 " yaha bhaarata mein: hoonei vaalii eika saun:darya pratiyoogitaa hai ") 
( hin_0283 " taba an:gada ut:hi naai siru sajala nayana kara joori ") 
( hin_0284 " yei voo doo pramukha bhaashhaa hain: jahaan: sei maithilii kaa vikaasa huaa ") 
( hin_0285 " jana avaguna prabhu maana na kaauu ") 
( hin_0286 " main: kavitaa koosha kaa sadasya huuna ") 
( hin_0287 " mukhyatah: vei joo ki mandira kei pradhaana deivataa sei sambandhita hootei hain: ") 
( hin_0288 " aba joo main: kahataa huuna usakaa paalana karoo ") 
( hin_0289 " isa raajya kaa leikha deikhanei kei liyei yahaana jaayein: jammuu aura kashmiira ") 
( hin_0290 " yaha shabda rxtu kei kaaphii kariiba hai ") 
( hin_0291 " maharshhi maheisha yoogii kaa nidhana ") 
( hin_0292 " maharshhi maheisha yoogii kaa nidhana eichat:iieima ") 
( hin_0293 " ayoodhyaa prasaada khatrii para dhyaana aakarshhita karanei kei liei dhanyavaada ") 
( hin_0294 " vyavasaaya sei mai eika san:gand~aka ") 
( hin_0295 " udaaharand~a kei liei deikhein: hin:dii saahitya ") 
( hin_0296 " vaand~ii kaa artha hootaa hai vachana ") 
( hin_0297 " vei raama kei bhaaii thei unakei anya bhaaii thei bharata aura lakshhmand~a ") 
( hin_0298 " unhoonei doo patra bhii prakaashita kiyei hindii mein: arjuna tathaa urduu mein: teija ") 
( hin_0299 " praachiina roomana dharma mein: unakii samatulya deivii thiin: viinasa ") 
( hin_0300 " hanumaana kii puunachha mein: lagana na paayii aaga ") 
( hin_0301 " kahi na jaai ati durga biseishhii ") 
( hin_0302 " janataa paart:ii koo hat:aayaa gayaa hai ") 
( hin_0303 " teihin: mama pada saadara siru naavaa ") 
( hin_0304 " para main: abhii saaraa hin:dii kaa vyaakarand~a jaanataa huuna vaha kaaphii aasaana hai ") 
( hin_0305 " usa samaya gad:hvaala mein: prxthvii shaaha kaa raajya thaa ") 
( hin_0306 " isa leikha mei gaayatrii man:tra kei baarei mei jaanakaarii dii jaanii chaahiei ") 
( hin_0307 " meirei vikipiid:iyaa prxshht:ha para aapakaa svaagata hai ") 
( hin_0308 " yahaana bhaaratiiya itihaasa kii visheishha ghat:anaaoon: kii suuchii hai ") 
( hin_0309 " aisaa pratiita karaayaa jaataa hai ki duusarii bhaashhaaein: ina gund~oon: sei hiina hain: ") 
( hin_0310 " vei yaa too achchhii likhii gii hootii hain: yaa burii ") 
( hin_0311 " hin:dii kei vidvaana suprasiddha leikhaka va kavi thei ") 
( hin_0312 " phirahin: tei kaahei na hoohin: dukhaarii. ") 
( hin_0313 " bhaaratiiya vaijnj~aanika kei liei khoojein: ") 
( hin_0314 " satyajita raaya kii eika prasiddha hindii philma hai ") 
( hin_0315 " sampuurnd~a kumaauuna mein: kooii eika shakti na thii joo sabakoo apanei adhiina kara paatii ") 
( hin_0316 " uttara aura puurva kei biicha kii dishaa ") 
( hin_0317 " bhaarata mein: jhaarakhan:d:a pradeisha kaa eika jilaa hai ") 
( hin_0318 " bauddha dharma kei pravartaka thei ") 
( hin_0319 " deihu bhagati raghupati ati paavani ") 
( hin_0320 " khad:ii boolii kaa vikaasa sabasei pahalei aaja kei pashchimii uttara pradeisha mein: huaa ") 
( hin_0321 " bibidha karma guna kaala subhaauu ") 
( hin_0322 " atah: yahaan: kei graamiind~a maithilii koo apanei maatrxbhaashhaa kei ruupa mein: prayooga karatei hain: ") 
( hin_0323 " agara aapa an:greijii vikipiid:iyaa para hain: too ") 
( hin_0324 " vikipiid:iyaa sadasya maniishha vashishht:ha aura aravindan kei kaarya kei anusaara ") 
( hin_0325 " para rxtu aura mausama mein: kuchha antara hai ") 
( hin_0326 " subhadraa kumaarii chauhaana kii mitrataa ko~leija jiivana mein: hii jud:ii thii ") 
( hin_0327 " eika artha too shaabdika hai kushala man:gala ") 
( hin_0328 " aashaa kaa artha hootaa hai ummiida ") 
( hin_0329 " kashmiira mein: banaaii gii philma ") 
( hin_0330 " akhila kaa artha hootaa hai sampuurnd~a vyaapaka ") 
( hin_0331 " kisaanoon: kaa akhila bhaaratiiya sammeilana ") 
( hin_0332 " vismaya kaa artha hootaa hai aashcharya ") 
